frame,left,right,diff,decision
frame_000095.jpg,-0.001814,0.003059,-0.004873,left
frame_000096.jpg,-0.001494,0.007023,-0.008517,left
frame_000097.jpg,-0.001349,0.006964,-0.008313,left
frame_000098.jpg,-0.001697,0.006962,-0.008659,left
frame_000099.jpg,-0.001690,0.007147,-0.008837,left
frame_000100.jpg,0.005900,0.003587,0.002313,right
frame_000101.jpg,0.009965,0.007071,0.002894,right
frame_000102.jpg,0.007530,0.009461,-0.001931,left
frame_000103.jpg,0.008335,0.009261,-0.000926,left
frame_000104.jpg,0.004707,0.005082,-0.000375,left
frame_000105.jpg,0.008762,0.005553,0.003209,right
frame_000106.jpg,0.006094,0.008284,-0.002190,left
frame_000107.jpg,0.000231,0.008220,-0.007989,left
frame_000108.jpg,-0.004134,-0.000733,-0.003401,left
frame_000109.jpg,0.000078,0.004393,-0.004316,left
frame_000110.jpg,0.005008,0.003445,0.001563,right
frame_000111.jpg,0.000306,0.001180,-0.000874,left
frame_000112.jpg,0.000682,0.001011,-0.000328,left
frame_000113.jpg,0.000588,0.000702,-0.000114,left
frame_000114.jpg,-0.001703,0.007163,-0.008865,left
frame_000115.jpg,-0.001725,0.007014,-0.008738,left
frame_000116.jpg,-0.001667,0.006916,-0.008583,left
frame_000117.jpg,-0.001692,0.007138,-0.008830,left
frame_000118.jpg,-0.002609,0.007216,-0.009825,left
frame_000119.jpg,-0.001436,0.001813,-0.003248,left
frame_000120.jpg,0.007188,0.006709,0.000478,right
frame_000121.jpg,0.007575,0.006909,0.000666,right
frame_000122.jpg,0.007194,0.006894,0.000300,right
frame_000123.jpg,0.007156,0.006995,0.000162,right
frame_000124.jpg,0.007172,0.006882,0.000290,right
frame_000125.jpg,0.002001,0.002606,-0.000605,left
frame_000126.jpg,0.006210,0.004472,0.001738,right
frame_000127.jpg,0.003839,0.007626,-0.003787,left
frame_000128.jpg,-0.000990,0.002536,-0.003525,left
frame_000129.jpg,-0.004852,-0.000460,-0.004392,left
frame_000130.jpg,0.002998,0.004506,-0.001509,left
frame_000131.jpg,-0.000289,0.000553,-0.000843,left
frame_000132.jpg,0.000306,0.005679,-0.005373,left
frame_000133.jpg,0.000570,0.005574,-0.005004,left
frame_000134.jpg,0.000489,0.005468,-0.004979,left
frame_000135.jpg,-0.001658,0.007064,-0.008722,left
frame_000136.jpg,-0.001997,0.007290,-0.009287,left
frame_000137.jpg,-0.001701,0.007181,-0.008881,left
frame_000138.jpg,-0.001505,0.006918,-0.008423,left
frame_000139.jpg,-0.001881,0.005349,-0.007229,left
frame_000140.jpg,-0.002464,0.002197,-0.004661,left
frame_000141.jpg,0.008179,0.007288,0.000891,right
frame_000142.jpg,0.007823,0.006461,0.001362,right
frame_000143.jpg,0.007593,0.006750,0.000843,right
frame_000144.jpg,0.008156,0.006637,0.001518,right
frame_000145.jpg,0.007656,0.006765,0.000891,right
frame_000146.jpg,0.008456,0.004919,0.003537,right
frame_000147.jpg,0.005773,0.006250,-0.000477,left
frame_000148.jpg,0.009630,0.004917,0.004713,right
frame_000149.jpg,0.005744,0.008721,-0.002977,left
frame_000150.jpg,0.000211,0.004576,-0.004365,left
frame_000151.jpg,-0.004140,0.000053,-0.004193,left
frame_000152.jpg,0.004849,-0.000667,0.005516,right
frame_000153.jpg,-0.002623,0.000880,-0.003503,left
frame_000154.jpg,-0.004922,0.003901,-0.008823,left
frame_000155.jpg,-0.003699,0.003613,-0.007311,left
frame_000156.jpg,-0.004042,0.003882,-0.007924,left
frame_000157.jpg,-0.001707,0.007113,-0.008820,left
frame_000158.jpg,-0.001997,0.007137,-0.009135,left
frame_000159.jpg,-0.002163,0.007253,-0.009415,left
frame_000160.jpg,-0.001663,0.007059,-0.008721,left
frame_000161.jpg,-0.001545,0.007089,-0.008634,left
frame_000162.jpg,-0.001704,0.007102,-0.008806,left
frame_000163.jpg,0.005797,0.003601,0.002197,right
frame_000164.jpg,0.010319,0.006805,0.003514,right
frame_000165.jpg,0.021796,0.026407,-0.004611,left
frame_000166.jpg,0.021787,0.026337,-0.004550,left
frame_000167.jpg,0.022355,0.026268,-0.003914,left
frame_000168.jpg,0.010336,0.013044,-0.002708,left
frame_000169.jpg,0.012881,0.015995,-0.003114,left
frame_000170.jpg,0.012894,0.008437,0.004458,right
frame_000171.jpg,0.004894,0.005563,-0.000668,left
frame_000172.jpg,0.003888,0.005000,-0.001112,left
frame_000173.jpg,0.001520,0.003551,-0.002030,left
frame_000174.jpg,0.004445,0.000913,0.003532,right
frame_000175.jpg,0.000898,0.000996,-0.000098,left
frame_000176.jpg,-0.000545,0.001091,-0.001636,left
frame_000177.jpg,-0.001086,0.001215,-0.002300,left
frame_000178.jpg,-0.002242,0.007184,-0.009426,left
frame_000179.jpg,-0.001457,0.006854,-0.008311,left
frame_000180.jpg,-0.001774,0.007169,-0.008943,left
frame_000181.jpg,-0.001560,0.007038,-0.008598,left
frame_000182.jpg,-0.001916,0.007035,-0.008951,left
frame_000183.jpg,-0.001849,0.007150,-0.009000,left
frame_000184.jpg,0.003293,0.001947,0.001345,right
frame_000185.jpg,0.010322,0.006900,0.003422,right
frame_000186.jpg,0.008140,0.010025,-0.001885,left
frame_000187.jpg,0.009079,0.009406,-0.000327,left
frame_000188.jpg,0.008497,0.009975,-0.001478,left
frame_000189.jpg,0.005586,0.004361,0.001225,right
frame_000190.jpg,0.008705,0.005243,0.003461,right
frame_000191.jpg,0.005413,0.008273,-0.002859,left
frame_000192.jpg,-0.000747,0.007043,-0.007790,left
frame_000193.jpg,-0.001769,-0.000523,-0.001246,left
frame_000194.jpg,0.006464,0.005425,0.001039,right
frame_000195.jpg,0.003354,0.001721,0.001633,right
frame_000196.jpg,-0.001315,0.000684,-0.001999,left
frame_000197.jpg,-0.001044,0.000682,-0.001726,left
frame_000198.jpg,-0.001030,0.000060,-0.001090,left
frame_000199.jpg,-0.002275,0.007127,-0.009402,left
frame_000200.jpg,-0.001666,0.007142,-0.008808,left
frame_000201.jpg,-0.001394,0.006991,-0.008385,left
frame_000202.jpg,-0.001678,0.007186,-0.008864,left
frame_000203.jpg,-0.001663,0.007092,-0.008755,left
frame_000204.jpg,-0.001325,0.006899,-0.008223,left
frame_000205.jpg,-0.001879,0.007169,-0.009048,left
frame_000206.jpg,-0.001586,0.007052,-0.008638,left
frame_000207.jpg,-0.000859,0.004021,-0.004880,left
frame_000208.jpg,0.008578,0.009268,-0.000690,left
frame_000209.jpg,0.007871,0.009461,-0.001590,left
frame_000210.jpg,0.007885,0.009474,-0.001589,left
frame_000211.jpg,0.008109,0.008527,-0.000417,left
frame_000212.jpg,0.005559,0.005795,-0.000236,left
frame_000213.jpg,0.007806,0.005182,0.002624,right
frame_000214.jpg,0.006104,0.008654,-0.002549,left
frame_000215.jpg,0.000464,0.009823,-0.009360,left
frame_000216.jpg,-0.002799,0.000622,-0.003421,left
frame_000217.jpg,0.011406,0.007464,0.003942,right
frame_000218.jpg,-0.000277,0.001830,-0.002107,left
frame_000219.jpg,-0.001648,0.000592,-0.002239,left
frame_000220.jpg,-0.000853,0.000697,-0.001551,left
frame_000221.jpg,-0.000881,0.000979,-0.001860,left
frame_000222.jpg,0.005342,0.000306,0.005036,right
frame_000223.jpg,0.005493,0.000062,0.005431,right
frame_000224.jpg,0.005319,0.000089,0.005230,right
frame_000225.jpg,0.005315,0.000255,0.005060,right
frame_000226.jpg,0.005389,0.000176,0.005213,right
frame_000227.jpg,0.005676,-0.000125,0.005801,right
frame_000228.jpg,-0.000052,-0.000437,0.000385,right
frame_000229.jpg,0.002469,-0.004284,0.006753,right
frame_000230.jpg,0.005813,0.003078,0.002736,right
frame_000231.jpg,0.005621,0.002993,0.002628,right
frame_000232.jpg,0.005819,0.003073,0.002747,right
frame_000233.jpg,0.005183,0.003154,0.002029,right
frame_000234.jpg,0.005970,0.004070,0.001900,right
frame_000235.jpg,0.003633,0.001508,0.002125,right
frame_000236.jpg,0.005745,0.006790,-0.001045,left
frame_000237.jpg,0.002934,0.007540,-0.004606,left
frame_000238.jpg,0.000717,0.004958,-0.004241,left
frame_000239.jpg,-0.005688,0.001422,-0.007111,left
frame_000240.jpg,0.005318,0.000956,0.004362,right
frame_000241.jpg,0.000736,-0.001445,0.002181,right
frame_000242.jpg,-0.003058,-0.000977,-0.002082,left
frame_000243.jpg,-0.003372,-0.001071,-0.002301,left
frame_000244.jpg,-0.003345,0.000059,-0.003405,left
frame_000245.jpg,-0.003908,0.000073,-0.003982,left
frame_000246.jpg,0.005360,0.000225,0.005135,right
frame_000247.jpg,0.005379,0.000067,0.005312,right
frame_000248.jpg,0.005316,0.000251,0.005065,right
frame_000249.jpg,0.005882,-0.000491,0.006372,right
frame_000250.jpg,0.005323,0.000098,0.005225,right
frame_000251.jpg,0.006546,0.002061,0.004485,right
frame_000252.jpg,0.008449,0.006134,0.002315,right
frame_000253.jpg,0.008903,0.005962,0.002941,right
frame_000254.jpg,0.008913,0.005789,0.003124,right
frame_000255.jpg,0.006116,0.003419,0.002697,right
frame_000256.jpg,0.005138,0.004808,0.000330,right
frame_000257.jpg,0.007168,0.009342,-0.002174,left
frame_000258.jpg,0.000729,0.007786,-0.007057,left
frame_000259.jpg,-0.002374,0.002976,-0.005350,left
frame_000260.jpg,0.005794,0.000706,0.005087,right
frame_000261.jpg,0.003180,0.003648,-0.000468,left
frame_000262.jpg,-0.000051,-0.000624,0.000572,right
frame_000263.jpg,0.000129,-0.000785,0.000914,right
frame_000264.jpg,-0.000627,-0.001202,0.000574,right
frame_000265.jpg,0.005603,0.000058,0.005545,right
frame_000266.jpg,0.005375,0.000225,0.005150,right
frame_000267.jpg,0.005053,0.000390,0.004664,right
frame_000268.jpg,0.005400,0.000215,0.005184,right
frame_000269.jpg,0.005474,-0.000057,0.005530,right
frame_000270.jpg,0.005389,0.000148,0.005241,right
frame_000271.jpg,0.010053,0.010441,-0.000388,left
frame_000272.jpg,0.010895,0.008507,0.002388,right
frame_000273.jpg,0.011532,0.009052,0.002479,right
frame_000274.jpg,0.010425,0.008678,0.001748,right
frame_000275.jpg,0.003901,0.002361,0.001540,right
frame_000276.jpg,0.008728,0.003283,0.005445,right
frame_000277.jpg,0.005908,0.007825,-0.001917,left
frame_000278.jpg,0.001805,0.007272,-0.005468,left
frame_000279.jpg,-0.002272,0.000770,-0.003042,left
frame_000280.jpg,0.017919,0.013974,0.003945,right
frame_000281.jpg,0.002974,0.003389,-0.000415,left
frame_000282.jpg,0.001321,-0.000094,0.001414,right
frame_000283.jpg,0.001613,0.000060,0.001553,right
frame_000284.jpg,0.002266,-0.000223,0.002489,right
frame_000285.jpg,0.005475,0.000178,0.005297,right
frame_000286.jpg,0.005334,0.000156,0.005178,right
frame_000287.jpg,0.005283,0.000190,0.005093,right
frame_000288.jpg,0.005288,0.000180,0.005108,right
frame_000289.jpg,0.005389,0.000185,0.005204,right
frame_000290.jpg,0.005496,0.000032,0.005464,right
frame_000291.jpg,0.000307,-0.006537,0.006844,right
frame_000292.jpg,0.004853,-0.000071,0.004924,right
frame_000293.jpg,0.007020,0.002863,0.004158,right
frame_000294.jpg,0.007314,0.002563,0.004751,right
frame_000295.jpg,0.007296,0.002517,0.004779,right
frame_000296.jpg,0.007432,0.002519,0.004913,right
frame_000297.jpg,0.004705,0.004680,0.000025,right
frame_000298.jpg,0.006568,0.004437,0.002131,right
frame_000299.jpg,0.006553,0.007118,-0.000565,left
frame_000300.jpg,-0.003868,0.002834,-0.006703,left
frame_000301.jpg,-0.004323,0.002785,-0.007108,left
frame_000302.jpg,0.009946,0.007314,0.002632,right
frame_000303.jpg,0.000979,0.001189,-0.000210,left
frame_000304.jpg,0.000934,-0.004207,0.005141,right
frame_000305.jpg,0.001332,-0.004466,0.005798,right
frame_000306.jpg,0.001123,-0.004572,0.005695,right
frame_000307.jpg,0.005404,0.000163,0.005241,right
frame_000308.jpg,0.005276,0.000205,0.005070,right
frame_000309.jpg,0.005382,0.000223,0.005159,right
frame_000310.jpg,0.005459,-0.000018,0.005477,right
frame_000311.jpg,0.005259,0.000218,0.005040,right
frame_000312.jpg,0.001136,-0.004802,0.005937,right
frame_000313.jpg,0.006821,0.003464,0.003357,right
frame_000314.jpg,0.005689,0.003261,0.002427,right
frame_000315.jpg,0.005677,0.003169,0.002508,right
frame_000316.jpg,0.005912,0.003253,0.002659,right
frame_000317.jpg,0.003548,0.003196,0.000352,right
frame_000318.jpg,0.007246,0.003319,0.003928,right
frame_000319.jpg,0.003790,0.008397,-0.004607,left
frame_000320.jpg,-0.001160,0.005753,-0.006913,left
frame_000321.jpg,-0.006123,0.000968,-0.007091,left
frame_000322.jpg,0.000466,0.002198,-0.001731,left
frame_000323.jpg,0.000049,0.002515,-0.002466,left
frame_000324.jpg,0.000597,-0.003463,0.004060,right
frame_000325.jpg,0.000765,-0.003050,0.003814,right
frame_000326.jpg,0.005158,0.000310,0.004847,right
frame_000327.jpg,0.005246,0.000189,0.005057,right
frame_000328.jpg,0.005350,0.000155,0.005195,right
frame_000329.jpg,0.005277,0.000247,0.005030,right
frame_000330.jpg,0.005154,0.000252,0.004902,right
frame_000331.jpg,0.010720,0.009325,0.001395,right
frame_000332.jpg,0.009234,0.005767,0.003467,right
frame_000333.jpg,0.009386,0.005784,0.003602,right
frame_000334.jpg,0.009049,0.005879,0.003170,right
frame_000335.jpg,0.008044,0.005218,0.002827,right
frame_000336.jpg,0.004343,0.006194,-0.001852,left
frame_000337.jpg,0.007549,0.007024,0.000525,right
frame_000338.jpg,-0.002427,0.005724,-0.008151,left
frame_000339.jpg,-0.003623,0.003579,-0.007203,left
frame_000340.jpg,0.003049,0.001919,0.001130,right
frame_000341.jpg,0.001490,0.003529,-0.002039,left
frame_000342.jpg,-0.000719,-0.000900,0.000181,right
frame_000343.jpg,0.000014,-0.000630,0.000644,right
frame_000344.jpg,-0.000405,-0.000856,0.000450,right
frame_000345.jpg,0.005731,-0.000052,0.005783,right
frame_000346.jpg,0.005525,0.000040,0.005485,right
frame_000347.jpg,0.005336,0.000248,0.005087,right
frame_000348.jpg,0.005538,0.000089,0.005449,right
frame_000349.jpg,0.005457,0.000179,0.005278,right
frame_000350.jpg,0.005438,0.000051,0.005387,right
frame_000351.jpg,0.001364,-0.004886,0.006250,right
frame_000352.jpg,0.007060,0.003455,0.003605,right
frame_000353.jpg,0.009190,0.005772,0.003418,right
frame_000354.jpg,0.008472,0.006041,0.002431,right
frame_000355.jpg,0.009024,0.005781,0.003243,right
frame_000356.jpg,0.008494,0.005257,0.003237,right
frame_000357.jpg,0.003801,0.003858,-0.000057,left
frame_000358.jpg,0.007467,0.007037,0.000430,right
frame_000359.jpg,-0.000089,0.005370,-0.005459,left
frame_000360.jpg,-0.000344,0.007595,-0.007939,left
frame_000361.jpg,-0.003480,0.000077,-0.003557,left
frame_000362.jpg,0.001608,0.000796,0.000812,right
frame_000363.jpg,0.000924,0.000214,0.000710,right
frame_000364.jpg,-0.001295,-0.004051,0.002756,right
frame_000365.jpg,0.000034,-0.004490,0.004525,right
frame_000366.jpg,0.005386,0.000009,0.005377,right
frame_000367.jpg,0.005410,0.000262,0.005148,right
frame_000368.jpg,0.005416,0.000169,0.005247,right
frame_000369.jpg,0.005387,0.000204,0.005183,right
frame_000370.jpg,0.005535,-0.000016,0.005551,right
frame_000371.jpg,0.004794,-0.003530,0.008323,right
frame_000372.jpg,0.005090,0.000242,0.004849,right
frame_000373.jpg,0.006295,0.002591,0.003703,right
frame_000374.jpg,0.006479,0.002572,0.003907,right
frame_000375.jpg,0.006623,0.002463,0.004160,right
frame_000376.jpg,0.006540,0.002470,0.004070,right
frame_000377.jpg,0.007249,0.004201,0.003048,right
frame_000378.jpg,0.002121,0.004292,-0.002171,left
frame_000379.jpg,0.005911,0.003169,0.002742,right
frame_000380.jpg,0.007182,0.009844,-0.002662,left
frame_000381.jpg,-0.000307,0.005860,-0.006167,left
frame_000382.jpg,-0.001440,0.000477,-0.001918,left
frame_000383.jpg,0.002270,-0.001456,0.003725,right
frame_000384.jpg,0.000041,-0.000371,0.000412,right
frame_000385.jpg,0.000312,-0.005293,0.005605,right
frame_000386.jpg,0.000337,-0.005200,0.005537,right
frame_000387.jpg,0.005495,-0.000176,0.005671,right
frame_000388.jpg,0.005462,0.000096,0.005366,right
frame_000389.jpg,0.005301,0.000105,0.005196,right
frame_000390.jpg,0.005286,0.000015,0.005270,right
frame_000391.jpg,0.005500,0.000101,0.005399,right
frame_000392.jpg,0.004788,-0.003478,0.008266,right
frame_000393.jpg,0.004811,0.000375,0.004436,right
frame_000394.jpg,0.009369,0.005861,0.003508,right
frame_000395.jpg,0.009660,0.006073,0.003588,right
frame_000396.jpg,0.009083,0.005953,0.003130,right
frame_000397.jpg,0.009131,0.005797,0.003334,right
frame_000398.jpg,0.008920,0.003960,0.004960,right
frame_000399.jpg,0.005244,0.006000,-0.000756,left
frame_000400.jpg,0.007477,0.004635,0.002843,right
frame_000401.jpg,0.007938,0.009718,-0.001780,left
frame_000402.jpg,0.000357,0.001604,-0.001246,left
frame_000403.jpg,-0.000933,0.001034,-0.001967,left
frame_000404.jpg,-0.003735,-0.002777,-0.000958,left
frame_000405.jpg,0.002421,-0.004851,0.007272,right
frame_000406.jpg,-0.001232,-0.003745,0.002513,right
frame_000407.jpg,-0.001371,-0.003532,0.002161,right
frame_000408.jpg,0.005508,-0.001963,0.007471,right
frame_000409.jpg,0.005846,-0.001979,0.007825,right
frame_000410.jpg,0.005817,-0.002015,0.007832,right
frame_000411.jpg,0.001695,-0.000712,0.002406,right
frame_000412.jpg,0.006958,0.006166,0.000792,right
frame_000413.jpg,0.006587,0.005927,0.000660,right
frame_000414.jpg,0.006234,0.006264,-0.000029,left
frame_000415.jpg,0.006903,0.005938,0.000964,right
frame_000416.jpg,0.006917,0.004628,0.002289,right
frame_000417.jpg,0.003550,0.000118,0.003432,right
frame_000418.jpg,0.011354,0.006243,0.005111,right
frame_000419.jpg,0.003263,0.005076,-0.001813,left
frame_000420.jpg,0.000763,0.008705,-0.007942,left
frame_000421.jpg,-0.005184,-0.001056,-0.004128,left
frame_000422.jpg,0.005760,0.005144,0.000617,right
frame_000423.jpg,0.004691,0.003372,0.001319,right
frame_000424.jpg,0.003635,0.001769,0.001866,right
frame_000425.jpg,0.003329,0.002018,0.001311,right
frame_000426.jpg,0.003243,0.002171,0.001072,right
frame_000427.jpg,-0.007899,0.007643,-0.015542,left
frame_000428.jpg,-0.008110,0.007818,-0.015928,left
frame_000429.jpg,-0.008231,0.007921,-0.016152,left
frame_000430.jpg,-0.007957,0.007722,-0.015679,left
frame_000431.jpg,-0.008265,0.007760,-0.016026,left
frame_000432.jpg,-0.008199,0.007799,-0.015998,left
frame_000433.jpg,-0.004312,0.003746,-0.008059,left
frame_000434.jpg,0.001465,0.003322,-0.001856,left
frame_000435.jpg,0.001202,0.003137,-0.001934,left
frame_000436.jpg,0.001137,0.003164,-0.002027,left
frame_000437.jpg,0.001630,0.003254,-0.001624,left
frame_000438.jpg,0.002194,0.002618,-0.000424,left
frame_000439.jpg,0.001515,0.002988,-0.001473,left
frame_000440.jpg,0.007066,0.007158,-0.000092,left
frame_000441.jpg,0.006999,0.007054,-0.000055,left
frame_000442.jpg,0.006920,0.006791,0.000130,right
frame_000443.jpg,0.007420,0.007083,0.000337,right
frame_000444.jpg,0.002403,0.005813,-0.003410,left
frame_000445.jpg,-0.000645,0.004769,-0.005414,left
frame_000446.jpg,0.004926,0.007551,-0.002625,left
frame_000447.jpg,0.000627,0.000945,-0.000318,left
frame_000448.jpg,-0.002309,0.004762,-0.007071,left
frame_000449.jpg,0.001748,-0.000123,0.001871,right
frame_000450.jpg,0.001334,-0.000439,0.001773,right
frame_000451.jpg,0.001462,-0.000498,0.001960,right
frame_000452.jpg,0.001803,-0.000535,0.002338,right
frame_000453.jpg,0.001891,-0.000544,0.002435,right
frame_000454.jpg,0.001732,-0.000485,0.002217,right
frame_000455.jpg,0.001773,-0.000503,0.002276,right
frame_000456.jpg,-0.008364,0.007895,-0.016259,left
frame_000457.jpg,-0.008270,0.007882,-0.016151,left
frame_000458.jpg,-0.007981,0.007692,-0.015673,left
frame_000459.jpg,-0.008172,0.007896,-0.016067,left
frame_000460.jpg,-0.007875,0.007740,-0.015615,left
frame_000461.jpg,-0.008974,0.007907,-0.016881,left
frame_000462.jpg,-0.008632,0.007890,-0.016522,left
frame_000463.jpg,-0.002255,0.005473,-0.007728,left
frame_000464.jpg,0.006403,0.002717,0.003686,right
frame_000465.jpg,0.006534,0.002730,0.003803,right
frame_000466.jpg,0.006467,0.002771,0.003696,right
frame_000467.jpg,0.005526,0.002497,0.003029,right
frame_000468.jpg,0.007460,0.006809,0.000651,right
frame_000469.jpg,0.004574,0.009640,-0.005067,left
frame_000470.jpg,0.001091,0.006516,-0.005425,left
frame_000471.jpg,-0.002258,0.003928,-0.006186,left
frame_000472.jpg,0.004587,0.002972,0.001615,right
frame_000473.jpg,0.001930,0.000771,0.001159,right
frame_000474.jpg,0.002647,-0.000556,0.003203,right
frame_000475.jpg,0.002623,-0.000549,0.003171,right
frame_000476.jpg,0.002858,-0.000496,0.003354,right
frame_000477.jpg,0.002712,-0.000129,0.002840,right
frame_000478.jpg,0.002522,-0.000555,0.003076,right
frame_000479.jpg,0.002598,-0.000450,0.003048,right
frame_000480.jpg,0.002468,-0.000466,0.002933,right
frame_000481.jpg,0.002929,-0.000806,0.003734,right
frame_000482.jpg,-0.008346,0.007916,-0.016262,left
frame_000483.jpg,-0.008250,0.007890,-0.016140,left
frame_000484.jpg,-0.008748,0.007718,-0.016466,left
frame_000485.jpg,-0.008851,0.007782,-0.016633,left
frame_000486.jpg,-0.008211,0.007851,-0.016062,left
frame_000487.jpg,-0.008051,0.007777,-0.015828,left
frame_000488.jpg,-0.008781,0.008031,-0.016811,left
frame_000489.jpg,-0.008736,0.007842,-0.016578,left
frame_000490.jpg,-0.004693,0.003941,-0.008635,left
frame_000491.jpg,0.006238,0.003642,0.002596,right
frame_000492.jpg,0.006623,0.002784,0.003839,right
frame_000493.jpg,0.006341,0.002734,0.003608,right
frame_000494.jpg,0.006280,0.002843,0.003438,right
frame_000495.jpg,0.007136,0.004356,0.002780,right
frame_000496.jpg,0.006634,0.008143,-0.001509,left
frame_000497.jpg,0.003220,0.008793,-0.005573,left
frame_000498.jpg,0.000419,0.006346,-0.005926,left
