frame,left,right,diff,decision
frame_000137.jpg,-0.001402,0.006919,-0.008320,left
frame_000138.jpg,-0.002481,0.007433,-0.009914,left
frame_000139.jpg,-0.002109,0.005081,-0.007190,left
frame_000140.jpg,-0.002464,0.002221,-0.004685,left
frame_000141.jpg,0.008197,0.006618,+0.001579,right
frame_000142.jpg,0.007381,0.006686,+0.000695,right
frame_000143.jpg,0.008180,0.006676,+0.001505,right
frame_000144.jpg,0.007536,0.006807,+0.000729,right
frame_000145.jpg,0.007345,0.006676,+0.000669,right
frame_000146.jpg,0.007967,0.005027,+0.002941,right
frame_000147.jpg,0.005585,0.005888,-0.000303,left
frame_000148.jpg,0.009343,0.004674,+0.004669,right
frame_000149.jpg,0.005550,0.007796,-0.002246,left
frame_000150.jpg,0.000110,0.004293,-0.004183,left
frame_000151.jpg,-0.004101,0.000214,-0.004316,left
frame_000152.jpg,0.005149,-0.000783,+0.005932,right
frame_000153.jpg,-0.003420,0.000992,-0.004412,left
frame_000154.jpg,-0.004098,0.003913,-0.008011,left
frame_000155.jpg,-0.003636,0.003551,-0.007187,left
frame_000156.jpg,-0.004453,0.003928,-0.008381,left
frame_000157.jpg,-0.001453,0.007024,-0.008477,left
frame_000158.jpg,-0.001541,0.007031,-0.008572,left
frame_000159.jpg,-0.001996,0.007152,-0.009148,left
frame_000160.jpg,-0.001837,0.007145,-0.008982,left
frame_000161.jpg,-0.001792,0.007156,-0.008948,left
frame_000162.jpg,-0.001731,0.007209,-0.008940,left
frame_000163.jpg,0.005860,0.003517,+0.002342,right
frame_000164.jpg,0.009416,0.006749,+0.002667,right
frame_000165.jpg,0.023019,0.026513,-0.003494,left
frame_000166.jpg,0.021799,0.026373,-0.004574,left
frame_000167.jpg,0.021624,0.025137,-0.003513,left
frame_000168.jpg,0.010575,0.013612,-0.003037,left
frame_000169.jpg,0.012312,0.015509,-0.003197,left
frame_000170.jpg,0.013094,0.008066,+0.005028,right
frame_000171.jpg,0.004833,0.005845,-0.001012,left
frame_000172.jpg,0.002884,0.004250,-0.001366,left
frame_000173.jpg,0.000827,0.003892,-0.003065,left
frame_000174.jpg,0.005051,0.000364,+0.004686,right
frame_000175.jpg,0.000789,0.000573,+0.000216,right
frame_000176.jpg,-0.000089,0.000917,-0.001006,left
frame_000177.jpg,-0.000343,0.000850,-0.001193,left
frame_000178.jpg,-0.001409,0.006973,-0.008382,left
frame_000179.jpg,-0.002107,0.007218,-0.009326,left
frame_000180.jpg,-0.002129,0.007290,-0.009419,left
frame_000181.jpg,-0.002072,0.007279,-0.009350,left
frame_000182.jpg,-0.001649,0.007185,-0.008835,left
frame_000183.jpg,-0.001673,0.007040,-0.008713,left
frame_000184.jpg,0.002974,0.002200,+0.000774,right
frame_000185.jpg,0.009096,0.006919,+0.002177,right
frame_000186.jpg,0.008129,0.009947,-0.001818,left
frame_000187.jpg,0.007950,0.010075,-0.002125,left
frame_000188.jpg,0.008381,0.010269,-0.001888,left
frame_000189.jpg,0.005587,0.004268,+0.001318,right
frame_000190.jpg,0.008779,0.004801,+0.003978,right
frame_000191.jpg,0.005157,0.008759,-0.003602,left
frame_000192.jpg,-0.000532,0.007017,-0.007549,left
frame_000193.jpg,-0.001666,-0.000595,-0.001071,left
frame_000194.jpg,0.006562,0.005301,+0.001261,right
frame_000195.jpg,0.003593,0.002363,+0.001230,right
frame_000196.jpg,-0.001364,0.000519,-0.001884,left
frame_000197.jpg,-0.000738,0.001303,-0.002041,left
frame_000198.jpg,-0.000985,0.000829,-0.001815,left
frame_000199.jpg,-0.001614,0.007096,-0.008710,left
frame_000200.jpg,-0.002809,0.007272,-0.010081,left
frame_000201.jpg,-0.001500,0.007001,-0.008502,left
frame_000202.jpg,-0.001617,0.007059,-0.008676,left
frame_000203.jpg,-0.001836,0.007226,-0.009061,left
frame_000204.jpg,-0.001526,0.006968,-0.008494,left
frame_000205.jpg,-0.001559,0.006987,-0.008546,left
frame_000206.jpg,-0.001678,0.007130,-0.008808,left
frame_000207.jpg,-0.000835,0.004068,-0.004903,left
frame_000208.jpg,0.008199,0.009558,-0.001360,left
frame_000209.jpg,0.007817,0.009564,-0.001748,left
frame_000210.jpg,0.007736,0.009560,-0.001825,left
frame_000211.jpg,0.008063,0.008510,-0.000447,left
frame_000212.jpg,0.005250,0.006127,-0.000877,left
frame_000213.jpg,0.009153,0.004941,+0.004212,right
frame_000214.jpg,0.006400,0.008789,-0.002389,left
frame_000215.jpg,0.000762,0.010038,-0.009276,left
frame_000216.jpg,-0.002319,0.000151,-0.002469,left
frame_000217.jpg,0.011645,0.007892,+0.003753,right
frame_000218.jpg,-0.000440,0.001981,-0.002421,left
frame_000219.jpg,-0.001038,0.000794,-0.001833,left
frame_000220.jpg,-0.000715,0.000707,-0.001422,left
frame_000221.jpg,-0.001328,0.000979,-0.002307,left
frame_000222.jpg,0.005514,0.000167,+0.005347,right
frame_000223.jpg,0.005517,0.000087,+0.005430,right
frame_000224.jpg,0.005499,0.000034,+0.005465,right
frame_000225.jpg,0.005244,0.000249,+0.004995,right
frame_000226.jpg,0.005532,0.000067,+0.005465,right
frame_000227.jpg,0.005387,0.000014,+0.005373,right
frame_000228.jpg,0.000298,-0.000375,+0.000673,right
frame_000229.jpg,0.002444,-0.004290,+0.006733,right
frame_000230.jpg,0.006005,0.004338,+0.001667,right
frame_000231.jpg,0.005482,0.002983,+0.002499,right
frame_000232.jpg,0.006346,0.003576,+0.002770,right
frame_000233.jpg,0.005601,0.003179,+0.002423,right
frame_000234.jpg,0.005987,0.003028,+0.002959,right
frame_000235.jpg,0.003344,0.001336,+0.002008,right
frame_000236.jpg,0.006098,0.006588,-0.000491,left
frame_000237.jpg,0.003321,0.008208,-0.004887,left
frame_000238.jpg,0.000663,0.004999,-0.004337,left
frame_000239.jpg,-0.005989,0.001921,-0.007911,left
frame_000240.jpg,0.004552,-0.000109,+0.004662,right
frame_000241.jpg,0.000411,-0.001758,+0.002169,right
frame_000242.jpg,-0.003169,-0.000748,-0.002421,left
frame_000243.jpg,-0.003701,-0.000330,-0.003371,left
frame_000244.jpg,-0.003585,-0.000486,-0.003099,left
frame_000245.jpg,-0.003813,-0.000544,-0.003269,left
frame_000246.jpg,0.005171,0.000198,+0.004973,right
frame_000247.jpg,0.005361,0.000234,+0.005128,right
frame_000248.jpg,0.005450,0.000050,+0.005400,right
frame_000249.jpg,0.005273,0.000243,+0.005030,right
frame_000250.jpg,0.005452,0.000107,+0.005345,right
frame_000251.jpg,0.006870,0.002153,+0.004716,right
frame_000252.jpg,0.008969,0.005907,+0.003063,right
frame_000253.jpg,0.009861,0.005815,+0.004045,right
frame_000254.jpg,0.009843,0.006130,+0.003713,right
frame_000255.jpg,0.006291,0.003279,+0.003011,right
frame_000256.jpg,0.005852,0.004397,+0.001455,right
frame_000257.jpg,0.007093,0.008830,-0.001737,left
frame_000258.jpg,0.000969,0.008575,-0.007606,left
frame_000259.jpg,-0.002386,0.003028,-0.005414,left
frame_000260.jpg,0.005258,0.000527,+0.004731,right
frame_000261.jpg,0.002548,0.003130,-0.000582,left
frame_000262.jpg,-0.000080,-0.001102,+0.001022,right
frame_000263.jpg,-0.000150,-0.001141,+0.000991,right
frame_000264.jpg,-0.000064,-0.001067,+0.001003,right
frame_000265.jpg,0.005474,-0.000125,+0.005600,right
frame_000266.jpg,0.005398,0.000077,+0.005321,right
frame_000267.jpg,0.005393,0.000241,+0.005152,right
frame_000268.jpg,0.005350,0.000184,+0.005166,right
frame_000269.jpg,0.005705,-0.000258,+0.005963,right
frame_000270.jpg,0.005391,0.000073,+0.005317,right
frame_000271.jpg,0.011244,0.009321,+0.001923,right
frame_000272.jpg,0.010736,0.008525,+0.002211,right
frame_000273.jpg,0.011704,0.008440,+0.003264,right
frame_000274.jpg,0.009966,0.008799,+0.001167,right
frame_000275.jpg,0.004302,0.002661,+0.001641,right
frame_000276.jpg,0.008719,0.003352,+0.005367,right
frame_000277.jpg,0.005867,0.007693,-0.001826,left
frame_000278.jpg,0.002004,0.007409,-0.005405,left
frame_000279.jpg,-0.002571,0.000843,-0.003414,left
frame_000280.jpg,0.017899,0.013447,+0.004452,right
frame_000281.jpg,0.002687,0.003010,-0.000322,left
frame_000282.jpg,0.002041,-0.000559,+0.002600,right
frame_000283.jpg,0.001407,-0.000065,+0.001472,right
frame_000284.jpg,0.002006,-0.000426,+0.002433,right
frame_000285.jpg,0.005325,0.000174,+0.005151,right
frame_000286.jpg,0.005173,0.000230,+0.004942,right
frame_000287.jpg,0.005338,0.000260,+0.005079,right
frame_000288.jpg,0.005372,0.000160,+0.005212,right
frame_000289.jpg,0.005295,0.000298,+0.004997,right
frame_000290.jpg,0.005291,0.000185,+0.005106,right
frame_000291.jpg,0.001865,-0.007675,+0.009540,right
frame_000292.jpg,0.004737,0.000155,+0.004582,right
frame_000293.jpg,0.007181,0.002587,+0.004594,right
frame_000294.jpg,0.007479,0.002581,+0.004898,right
frame_000295.jpg,0.007586,0.003328,+0.004258,right
frame_000296.jpg,0.006702,0.002791,+0.003911,right
frame_000297.jpg,0.004816,0.004896,-0.000080,left
frame_000298.jpg,0.006892,0.004000,+0.002892,right
frame_000299.jpg,0.006969,0.007006,-0.000037,left
frame_000300.jpg,-0.003542,0.002433,-0.005975,left
frame_000301.jpg,-0.004457,0.002523,-0.006981,left
frame_000302.jpg,0.010376,0.007534,+0.002842,right
frame_000303.jpg,0.000830,0.000546,+0.000284,right
frame_000304.jpg,0.001154,-0.004399,+0.005552,right
frame_000305.jpg,0.001033,-0.004331,+0.005364,right
frame_000306.jpg,0.001249,-0.004524,+0.005772,right
frame_000307.jpg,0.005365,0.000147,+0.005218,right
frame_000308.jpg,0.005516,0.000118,+0.005397,right
frame_000309.jpg,0.005673,-0.000170,+0.005843,right
frame_000310.jpg,0.005337,0.000275,+0.005062,right
frame_000311.jpg,0.005731,-0.000315,+0.006046,right
frame_000312.jpg,0.001148,-0.004866,+0.006014,right
frame_000313.jpg,0.006938,0.003564,+0.003374,right
frame_000314.jpg,0.005888,0.003055,+0.002833,right
frame_000315.jpg,0.006347,0.003602,+0.002745,right
frame_000316.jpg,0.005352,0.003104,+0.002249,right
frame_000317.jpg,0.003624,0.003242,+0.000382,right
frame_000318.jpg,0.007344,0.003279,+0.004064,right
frame_000319.jpg,0.003938,0.008095,-0.004157,left
frame_000320.jpg,-0.001134,0.005963,-0.007097,left
frame_000321.jpg,-0.006615,0.001201,-0.007816,left
frame_000322.jpg,0.000328,0.001109,-0.000780,left
frame_000323.jpg,-0.000319,0.003105,-0.003424,left
frame_000324.jpg,0.000585,-0.003181,+0.003766,right
frame_000325.jpg,0.000119,-0.003131,+0.003249,right
frame_000326.jpg,0.005146,0.000166,+0.004981,right
frame_000327.jpg,0.005215,0.000216,+0.004999,right
frame_000328.jpg,0.005497,0.000099,+0.005399,right
frame_000329.jpg,0.005395,0.000237,+0.005157,right
frame_000330.jpg,0.005398,0.000199,+0.005199,right
frame_000331.jpg,0.010385,0.009314,+0.001071,right
frame_000332.jpg,0.009161,0.005775,+0.003386,right
frame_000333.jpg,0.009113,0.005827,+0.003286,right
frame_000334.jpg,0.008674,0.005811,+0.002863,right
frame_000335.jpg,0.008505,0.005791,+0.002714,right
frame_000336.jpg,0.005022,0.006181,-0.001159,left
frame_000337.jpg,0.007523,0.007280,+0.000243,right
frame_000338.jpg,-0.002237,0.005559,-0.007796,left
frame_000339.jpg,-0.003704,0.004308,-0.008012,left
frame_000340.jpg,0.003196,0.001304,+0.001892,right
frame_000341.jpg,0.001414,0.001994,-0.000580,left
frame_000342.jpg,-0.000302,-0.001051,+0.000749,right
frame_000343.jpg,-0.000546,-0.000831,+0.000284,right
frame_000344.jpg,-0.000372,-0.001028,+0.000656,right
frame_000345.jpg,0.005318,0.000125,+0.005193,right
frame_000346.jpg,0.005989,-0.000673,+0.006662,right
frame_000347.jpg,0.005286,0.000256,+0.005030,right
frame_000348.jpg,0.005443,0.000181,+0.005262,right
frame_000349.jpg,0.005366,0.000257,+0.005109,right
frame_000350.jpg,0.005657,-0.000010,+0.005667,right
frame_000351.jpg,0.001229,-0.004788,+0.006017,right
frame_000352.jpg,0.006524,0.003837,+0.002687,right
frame_000353.jpg,0.009592,0.006210,+0.003382,right
frame_000354.jpg,0.009218,0.006008,+0.003210,right
frame_000355.jpg,0.008830,0.006299,+0.002531,right
frame_000356.jpg,0.008753,0.005360,+0.003393,right
frame_000357.jpg,0.004218,0.003885,+0.000332,right
frame_000358.jpg,0.007758,0.006824,+0.000935,right
frame_000359.jpg,-0.000086,0.005566,-0.005652,left
frame_000360.jpg,-0.000442,0.007626,-0.008069,left
frame_000361.jpg,-0.003332,0.000135,-0.003467,left
frame_000362.jpg,0.002671,0.002030,+0.000641,right
frame_000363.jpg,0.000542,0.000756,-0.000214,left
frame_000364.jpg,-0.000487,-0.004133,+0.003646,right
frame_000365.jpg,-0.000605,-0.004096,+0.003491,right
frame_000366.jpg,0.005502,0.000145,+0.005357,right
frame_000367.jpg,0.005284,0.000148,+0.005135,right
frame_000368.jpg,0.005338,0.000126,+0.005212,right
frame_000369.jpg,0.005350,0.000209,+0.005141,right
frame_000370.jpg,0.005903,-0.000572,+0.006475,right
frame_000371.jpg,0.004802,-0.003460,+0.008262,right
frame_000372.jpg,0.004774,0.000173,+0.004601,right
frame_000373.jpg,0.006467,0.002539,+0.003928,right
frame_000374.jpg,0.006266,0.002463,+0.003803,right
frame_000375.jpg,0.006583,0.002419,+0.004164,right
frame_000376.jpg,0.005516,0.002628,+0.002888,right
frame_000377.jpg,0.007988,0.004156,+0.003832,right
frame_000378.jpg,0.002639,0.004066,-0.001427,left
frame_000379.jpg,0.006305,0.003079,+0.003226,right
frame_000380.jpg,0.007294,0.010047,-0.002753,left
frame_000381.jpg,-0.000172,0.005770,-0.005941,left
frame_000382.jpg,-0.001267,0.000231,-0.001498,left
frame_000383.jpg,0.002531,-0.000790,+0.003321,right
frame_000384.jpg,0.000537,-0.000497,+0.001034,right
frame_000385.jpg,0.000051,-0.005197,+0.005248,right
frame_000386.jpg,0.000065,-0.005011,+0.005076,right
frame_000387.jpg,0.005360,0.000292,+0.005067,right
frame_000388.jpg,0.005442,0.000047,+0.005395,right
frame_000389.jpg,0.005511,-0.000033,+0.005544,right
frame_000390.jpg,0.005483,0.000050,+0.005433,right
frame_000391.jpg,0.005359,0.000172,+0.005187,right
frame_000392.jpg,0.004844,-0.003502,+0.008345,right
frame_000393.jpg,0.004526,0.000063,+0.004463,right
frame_000394.jpg,0.009108,0.005795,+0.003313,right
frame_000395.jpg,0.008638,0.006021,+0.002618,right
frame_000396.jpg,0.009174,0.005825,+0.003349,right
frame_000397.jpg,0.008641,0.005966,+0.002675,right
frame_000398.jpg,0.008934,0.003996,+0.004938,right
frame_000399.jpg,0.005671,0.005961,-0.000290,left
frame_000400.jpg,0.007613,0.004584,+0.003029,right
frame_000401.jpg,0.007627,0.009646,-0.002019,left
frame_000402.jpg,0.000296,0.001650,-0.001354,left
frame_000403.jpg,-0.000693,0.001041,-0.001733,left
frame_000404.jpg,-0.004416,-0.002389,-0.002028,left
frame_000405.jpg,0.002992,-0.005176,+0.008168,right
frame_000406.jpg,-0.001269,-0.003879,+0.002611,right
frame_000407.jpg,-0.001369,-0.003786,+0.002417,right
frame_000408.jpg,0.005800,-0.001957,+0.007757,right
frame_000409.jpg,0.005863,-0.002033,+0.007895,right
frame_000410.jpg,0.005878,-0.002078,+0.007956,right
frame_000411.jpg,0.001429,-0.000580,+0.002010,right
frame_000412.jpg,0.006479,0.006052,+0.000428,right
frame_000413.jpg,0.006629,0.005891,+0.000739,right
frame_000414.jpg,0.006393,0.005900,+0.000493,right
frame_000415.jpg,0.006824,0.005931,+0.000893,right
frame_000416.jpg,0.007501,0.004666,+0.002834,right
frame_000417.jpg,0.003393,0.000407,+0.002987,right
frame_000418.jpg,0.010162,0.005449,+0.004713,right
frame_000419.jpg,0.003266,0.005232,-0.001966,left
frame_000420.jpg,0.001047,0.009213,-0.008166,left
frame_000421.jpg,-0.004711,-0.000549,-0.004163,left
frame_000422.jpg,0.005483,0.004921,+0.000563,right
frame_000423.jpg,0.004752,0.003405,+0.001347,right
frame_000424.jpg,0.003509,0.001710,+0.001799,right
frame_000425.jpg,0.003820,0.001677,+0.002143,right
frame_000426.jpg,0.003370,0.001976,+0.001394,right
frame_000427.jpg,-0.007839,0.007678,-0.015517,left
frame_000428.jpg,-0.008956,0.008073,-0.017028,left
frame_000429.jpg,-0.008419,0.007706,-0.016126,left
frame_000430.jpg,-0.008389,0.007822,-0.016211,left
frame_000431.jpg,-0.009163,0.008097,-0.017260,left
frame_000432.jpg,-0.008875,0.007722,-0.016597,left
frame_000433.jpg,-0.003773,0.003577,-0.007350,left
frame_000434.jpg,0.002259,0.003042,-0.000782,left
frame_000435.jpg,0.000865,0.003587,-0.002722,left
frame_000436.jpg,0.001739,0.003266,-0.001527,left
frame_000437.jpg,0.002150,0.003007,-0.000856,left
frame_000438.jpg,0.001876,0.003099,-0.001224,left
frame_000439.jpg,0.001700,0.003004,-0.001304,left
frame_000440.jpg,0.007052,0.007091,-0.000039,left
frame_000441.jpg,0.006846,0.007082,-0.000236,left
frame_000442.jpg,0.007111,0.007202,-0.000091,left
frame_000443.jpg,0.007030,0.007212,-0.000182,left
frame_000444.jpg,0.001864,0.006201,-0.004337,left
frame_000445.jpg,-0.000764,0.004662,-0.005426,left
frame_000446.jpg,0.005180,0.007502,-0.002322,left
frame_000447.jpg,0.000275,0.001163,-0.000889,left
frame_000448.jpg,-0.001886,0.004404,-0.006290,left
frame_000449.jpg,0.001389,-0.000309,+0.001698,right
frame_000450.jpg,0.001717,-0.000453,+0.002171,right
frame_000451.jpg,0.001722,0.000020,+0.001701,right
frame_000452.jpg,0.001431,-0.000489,+0.001919,right
frame_000453.jpg,0.001948,-0.000090,+0.002038,right
frame_000454.jpg,0.001782,-0.000590,+0.002372,right
frame_000455.jpg,0.001447,-0.000398,+0.001845,right
frame_000456.jpg,-0.008010,0.007756,-0.015766,left
frame_000457.jpg,-0.008367,0.007919,-0.016286,left
frame_000458.jpg,-0.008568,0.007862,-0.016430,left
frame_000459.jpg,-0.008121,0.007783,-0.015904,left
frame_000460.jpg,-0.007856,0.007660,-0.015516,left
frame_000461.jpg,-0.007896,0.007691,-0.015587,left
frame_000462.jpg,-0.007982,0.007722,-0.015704,left
frame_000463.jpg,-0.002156,0.005412,-0.007568,left
frame_000464.jpg,0.006185,0.002826,+0.003358,right
frame_000465.jpg,0.006516,0.002844,+0.003673,right
frame_000466.jpg,0.005860,0.002783,+0.003078,right
frame_000467.jpg,0.005572,0.002595,+0.002977,right
frame_000468.jpg,0.007273,0.006949,+0.000324,right
frame_000469.jpg,0.004543,0.010164,-0.005621,left
frame_000470.jpg,0.001300,0.007285,-0.005985,left
frame_000471.jpg,-0.002099,0.003872,-0.005971,left
frame_000472.jpg,0.004833,0.002885,+0.001949,right
frame_000473.jpg,0.002340,0.000557,+0.001783,right
frame_000474.jpg,0.002625,0.000008,+0.002616,right
frame_000475.jpg,0.002908,-0.000732,+0.003639,right
frame_000476.jpg,0.002789,-0.000675,+0.003465,right
frame_000477.jpg,0.002831,-0.000613,+0.003444,right
frame_000478.jpg,0.002885,-0.000347,+0.003231,right
frame_000479.jpg,0.002894,-0.000533,+0.003427,right
frame_000480.jpg,0.002391,-0.000327,+0.002718,right
frame_000481.jpg,0.002750,-0.000538,+0.003287,right
frame_000482.jpg,-0.008081,0.007760,-0.015841,left
frame_000483.jpg,-0.008458,0.007832,-0.016290,left
frame_000484.jpg,-0.007863,0.007726,-0.015590,left
frame_000485.jpg,-0.009085,0.007882,-0.016967,left
frame_000486.jpg,-0.008057,0.007706,-0.015763,left
frame_000487.jpg,-0.008930,0.007747,-0.016677,left
frame_000488.jpg,-0.008512,0.007763,-0.016275,left
