frame,left,right,diff,decision,npu_ms
frame_000071.jpg,-0.001526,-0.000488,-0.001038,left,34.7
frame_000072.jpg,-0.001416,0.000293,-0.001709,left,34.4
frame_000073.jpg,-0.001562,0.000391,-0.001953,left,34.7
frame_000074.jpg,-0.003137,0.007617,-0.010754,left,34.7
frame_000075.jpg,-0.005188,0.009668,-0.014856,left,34.4
frame_000076.jpg,-0.006360,0.010547,-0.016907,left,34.7
frame_000077.jpg,-0.006946,0.010986,-0.017932,left,34.7
frame_000078.jpg,-0.007239,0.011230,-0.018469,left,34.5
frame_000079.jpg,-0.007349,0.011377,-0.018726,left,34.7
frame_000080.jpg,-0.007422,0.011426,-0.018848,left,34.7
frame_000081.jpg,-0.000464,0.007471,-0.007935,left,34.4
frame_000082.jpg,0.006714,0.007227,-0.000513,left,34.7
frame_000083.jpg,0.009277,0.005811,+0.003467,right,34.7
frame_000084.jpg,0.010376,0.004688,+0.005688,right,34.4
frame_000085.jpg,0.010413,0.002148,+0.008264,right,34.7
frame_000086.jpg,0.003821,0.001318,+0.002502,right,34.7
frame_000087.jpg,0.006018,0.003027,+0.002991,right,34.4
frame_000088.jpg,0.004224,0.006201,-0.001978,left,34.7
frame_000089.jpg,-0.000244,0.005078,-0.005322,left,34.7
frame_000090.jpg,-0.003870,0.001953,-0.005823,left,34.5
frame_000091.jpg,0.000232,-0.001074,+0.001306,right,34.7
frame_000092.jpg,-0.000757,0.001855,-0.002612,left,34.7
frame_000093.jpg,-0.003979,0.004346,-0.008325,left,34.4
frame_000094.jpg,-0.005518,0.005713,-0.011230,left,34.7
frame_000095.jpg,-0.006396,0.006543,-0.012939,left,34.7
frame_000096.jpg,-0.005847,0.010254,-0.016101,left,34.4
frame_000097.jpg,-0.006689,0.010889,-0.017578,left,34.7
frame_000098.jpg,-0.007202,0.011133,-0.018335,left,34.7
frame_000099.jpg,-0.007312,0.011328,-0.018640,left,34.4
frame_000100.jpg,-0.000354,0.007422,-0.007776,left,34.7
frame_000101.jpg,0.006970,0.008008,-0.001038,left,34.7
frame_000102.jpg,0.008069,0.009229,-0.001160,left,34.5
frame_000103.jpg,0.008142,0.009180,-0.001038,left,34.7
frame_000104.jpg,0.004810,0.004834,-0.000024,left,34.7
frame_000105.jpg,0.008398,0.005615,+0.002783,right,34.4
frame_000106.jpg,0.006714,0.007275,-0.000562,left,34.7
frame_000107.jpg,-0.000061,0.007227,-0.007288,left,34.7
frame_000108.jpg,-0.006726,0.002100,-0.008826,left,34.4
frame_000109.jpg,-0.000793,0.008203,-0.008997,left,34.7
frame_000110.jpg,0.004883,0.007324,-0.002441,left,34.7
frame_000111.jpg,-0.001013,0.001074,-0.002087,left,34.4
frame_000112.jpg,-0.001123,0.001416,-0.002539,left,34.7
frame_000113.jpg,-0.001160,0.001514,-0.002673,left,34.7
frame_000114.jpg,-0.003284,0.007715,-0.010999,left,34.5
frame_000115.jpg,-0.005298,0.009668,-0.014966,left,34.7
frame_000116.jpg,-0.006360,0.010596,-0.016956,left,34.7
frame_000117.jpg,-0.006982,0.011035,-0.018018,left,34.4
frame_000118.jpg,-0.007239,0.011279,-0.018518,left,34.7
frame_000119.jpg,-0.010022,0.008203,-0.018225,left,34.7
frame_000120.jpg,0.001733,0.010156,-0.008423,left,34.4
frame_000121.jpg,0.004993,0.008154,-0.003162,left,34.7
frame_000122.jpg,0.006641,0.007324,-0.000684,left,34.7
frame_000123.jpg,0.007373,0.006836,+0.000537,right,34.4
frame_000124.jpg,0.007849,0.006689,+0.001160,right,34.7
frame_000125.jpg,0.002502,0.002002,+0.000500,right,34.7
frame_000126.jpg,0.006165,0.004248,+0.001917,right,34.5
frame_000127.jpg,0.004260,0.006787,-0.002527,left,34.7
frame_000128.jpg,-0.001562,0.002100,-0.003662,left,34.7
frame_000129.jpg,-0.006763,0.001221,-0.007983,left,34.4
frame_000130.jpg,0.000891,0.007812,-0.006921,left,34.7
frame_000131.jpg,-0.001672,0.002148,-0.003821,left,34.7
frame_000132.jpg,-0.000574,0.006836,-0.007410,left,34.4
frame_000133.jpg,-0.000977,0.007471,-0.008447,left,34.7
frame_000134.jpg,-0.001196,0.007764,-0.008960,left,34.7
frame_000135.jpg,-0.004639,0.009326,-0.013965,left,34.4
frame_000136.jpg,-0.006067,0.010400,-0.016467,left,34.7
frame_000137.jpg,-0.006726,0.010937,-0.017664,left,34.7
frame_000138.jpg,-0.007166,0.011182,-0.018347,left,34.4
frame_000139.jpg,-0.009985,0.010742,-0.020728,left,34.7
frame_000140.jpg,-0.010681,0.008398,-0.019080,left,34.7
frame_000141.jpg,0.002026,0.010107,-0.008081,left,34.4
frame_000142.jpg,0.005688,0.008008,-0.002319,left,34.7
frame_000143.jpg,0.007373,0.006836,+0.000537,right,34.7
frame_000144.jpg,0.008215,0.006445,+0.001770,right,34.4
frame_000145.jpg,0.008618,0.006201,+0.002417,right,34.7
frame_000146.jpg,0.009424,0.004150,+0.005273,right,34.7
frame_000147.jpg,0.007593,0.004541,+0.003052,right,34.4
frame_000148.jpg,0.010046,0.003564,+0.006482,right,34.7
frame_000149.jpg,0.006824,0.005518,+0.001306,right,34.7
frame_000150.jpg,0.000415,0.003516,-0.003101,left,34.4
frame_000151.jpg,-0.005151,0.000977,-0.006128,left,34.7
frame_000152.jpg,0.003931,0.001904,+0.002026,right,34.7
frame_000153.jpg,-0.003613,0.000342,-0.003955,left,34.4
frame_000154.jpg,-0.006506,0.005469,-0.011975,left,34.7
frame_000155.jpg,-0.008887,0.007422,-0.016309,left,34.7
frame_000156.jpg,-0.010315,0.008447,-0.018762,left,34.5
frame_000157.jpg,-0.007495,0.011475,-0.018970,left,34.7
frame_000158.jpg,-0.007532,0.011475,-0.019006,left,34.7
frame_000159.jpg,-0.007495,0.011523,-0.019019,left,34.4
frame_000160.jpg,-0.007532,0.011475,-0.019006,left,34.7
frame_000161.jpg,-0.007495,0.011523,-0.019019,left,34.7
frame_000162.jpg,-0.007532,0.011475,-0.019006,left,34.4
frame_000163.jpg,-0.000500,0.007520,-0.008020,left,34.7
frame_000164.jpg,0.006897,0.008057,-0.001160,left,34.7
frame_000165.jpg,0.021765,0.025977,-0.004211,left,34.4
frame_000166.jpg,0.021600,0.025049,-0.003448,left,34.7
frame_000167.jpg,0.021820,0.024902,-0.003082,left,34.7
frame_000168.jpg,0.011292,0.011963,-0.000671,left,34.4
frame_000169.jpg,0.011804,0.014258,-0.002454,left,34.7
frame_000170.jpg,0.013086,0.008105,+0.004980,right,34.7
frame_000171.jpg,0.006165,0.003809,+0.002356,right,34.4
frame_000172.jpg,0.003674,0.003076,+0.000598,right,34.7
frame_000173.jpg,0.001331,0.004102,-0.002771,left,34.7
frame_000174.jpg,0.005542,0.002344,+0.003198,right,34.4
frame_000175.jpg,0.001147,0.000146,+0.001001,right,34.7
frame_000176.jpg,-0.001306,0.000781,-0.002087,left,34.7
frame_000177.jpg,-0.002039,0.001611,-0.003650,left,34.4
frame_000178.jpg,-0.003577,0.008008,-0.011584,left,34.7
frame_000179.jpg,-0.005371,0.009766,-0.015137,left,34.7
frame_000180.jpg,-0.006433,0.010645,-0.017078,left,34.4
frame_000181.jpg,-0.006982,0.011035,-0.018018,left,34.7
frame_000182.jpg,-0.007239,0.011279,-0.018518,left,34.7
frame_000183.jpg,-0.007385,0.011377,-0.018762,left,34.4
frame_000184.jpg,-0.002917,0.005762,-0.008679,left,34.7
frame_000185.jpg,0.006604,0.008252,-0.001648,left,34.7
frame_000186.jpg,0.008252,0.010059,-0.001807,left,34.5
frame_000187.jpg,0.008215,0.009766,-0.001550,left,34.7
frame_000188.jpg,0.008472,0.009961,-0.001489,left,34.7
frame_000189.jpg,0.005725,0.004199,+0.001526,right,34.4
frame_000190.jpg,0.008948,0.004541,+0.004407,right,34.7
frame_000191.jpg,0.005835,0.006494,-0.000659,left,34.7
frame_000192.jpg,-0.001233,0.006104,-0.007336,left,34.4
frame_000193.jpg,-0.004382,0.001807,-0.006189,left,34.7
frame_000194.jpg,0.007703,0.009180,-0.001477,left,34.7
frame_000195.jpg,0.003601,0.002197,+0.001404,right,34.4
frame_000196.jpg,-0.001343,0.000146,-0.001489,left,34.7
frame_000197.jpg,-0.001782,0.001123,-0.002905,left,34.7
frame_000198.jpg,-0.002075,0.001563,-0.003638,left,34.4
frame_000199.jpg,-0.003613,0.007959,-0.011572,left,34.7
frame_000200.jpg,-0.005408,0.009814,-0.015222,left,34.7
frame_000201.jpg,-0.006470,0.010645,-0.017114,left,34.4
frame_000202.jpg,-0.006982,0.011035,-0.018018,left,34.7
frame_000203.jpg,-0.007239,0.011279,-0.018518,left,34.7
frame_000204.jpg,-0.007385,0.011377,-0.018762,left,34.4
frame_000205.jpg,-0.007422,0.011426,-0.018848,left,34.6
frame_000206.jpg,-0.007568,0.011377,-0.018945,left,34.7
frame_000207.jpg,-0.007751,0.008789,-0.016541,left,34.4
frame_000208.jpg,0.003088,0.012207,-0.009119,left,34.7
frame_000209.jpg,0.005762,0.010889,-0.005127,left,34.7
frame_000210.jpg,0.007043,0.010156,-0.003113,left,34.4
frame_000211.jpg,0.007666,0.008789,-0.001123,left,34.7
frame_000212.jpg,0.005396,0.005908,-0.000513,left,34.7
frame_000213.jpg,0.007483,0.004834,+0.002649,right,34.4
frame_000214.jpg,0.006677,0.007617,-0.000940,left,34.7
frame_000215.jpg,0.000122,0.009326,-0.009204,left,34.7
frame_000216.jpg,-0.004858,0.003223,-0.008081,left,34.5
frame_000217.jpg,0.013690,0.012500,+0.001190,right,34.6
frame_000218.jpg,-0.000098,0.000635,-0.000732,left,34.7
frame_000219.jpg,-0.000977,0.001270,-0.002246,left,34.4
frame_000220.jpg,-0.001343,0.001514,-0.002856,left,34.7
frame_000221.jpg,-0.001416,0.001758,-0.003174,left,34.7
frame_000222.jpg,0.004443,0.000439,+0.004004,right,34.4
frame_000223.jpg,0.007227,-0.001563,+0.008789,right,34.7
frame_000224.jpg,0.008875,-0.002734,+0.011609,right,34.7
frame_000225.jpg,0.009717,-0.003809,+0.013525,right,34.4
frame_000226.jpg,0.010303,-0.004199,+0.014502,right,34.7
frame_000227.jpg,0.010596,-0.004492,+0.015088,right,34.7
frame_000228.jpg,0.005872,-0.006152,+0.012024,right,34.4
frame_000229.jpg,0.005469,-0.007520,+0.012988,right,34.7
frame_000230.jpg,0.008545,0.000586,+0.007959,right,34.7
frame_000231.jpg,0.007922,0.001514,+0.006409,right,34.4
frame_000232.jpg,0.007520,0.001807,+0.005713,right,34.7
frame_000233.jpg,0.007336,0.002002,+0.005334,right,34.7
frame_000234.jpg,0.007263,0.002051,+0.005212,right,34.5
frame_000235.jpg,0.005469,0.000000,+0.005469,right,34.6
frame_000236.jpg,0.007227,0.005615,+0.001611,right,34.7
frame_000237.jpg,0.003052,0.006885,-0.003833,left,34.4
frame_000238.jpg,-0.000317,0.005371,-0.005688,left,34.7
frame_000239.jpg,-0.007825,0.003613,-0.011438,left,34.7
frame_000240.jpg,0.003455,0.004688,-0.001233,left,34.5
frame_000241.jpg,-0.000134,-0.001367,+0.001233,right,34.7
frame_000242.jpg,-0.003870,0.000000,-0.003870,left,34.7
frame_000243.jpg,-0.005261,0.001318,-0.006580,left,34.4
frame_000244.jpg,-0.005811,0.002051,-0.007861,left,34.7
frame_000245.jpg,-0.006360,0.002295,-0.008655,left,34.7
frame_000246.jpg,0.002246,0.002100,+0.000146,right,34.5
frame_000247.jpg,0.005872,-0.000586,+0.006458,right,34.7
frame_000248.jpg,0.007996,-0.002246,+0.010242,right,34.7
frame_000249.jpg,0.009241,-0.003418,+0.012659,right,34.4
frame_000250.jpg,0.009973,-0.004102,+0.014075,right,34.7
frame_000251.jpg,0.011438,-0.001465,+0.012903,right,34.7
frame_000252.jpg,0.013416,0.002686,+0.010730,right,34.5
frame_000253.jpg,0.013251,0.002930,+0.010321,right,34.7
frame_000254.jpg,0.013141,0.003027,+0.010114,right,34.7
frame_000255.jpg,0.010046,0.000244,+0.009802,right,34.4
frame_000256.jpg,0.008728,0.002539,+0.006189,right,34.7
frame_000257.jpg,0.008252,0.007568,+0.000684,right,34.7
frame_000258.jpg,0.000378,0.006445,-0.006067,left,34.5
frame_000259.jpg,-0.004492,0.005225,-0.009717,left,34.7
frame_000260.jpg,0.005542,0.005469,+0.000073,right,34.7
frame_000261.jpg,0.002612,0.003076,-0.000464,left,34.4
frame_000262.jpg,-0.000757,-0.001172,+0.000415,right,34.7
frame_000263.jpg,-0.000720,-0.001074,+0.000354,right,34.7
frame_000264.jpg,-0.000793,-0.001074,+0.000281,right,34.4
frame_000265.jpg,0.005615,-0.000391,+0.006006,right,34.6
frame_000266.jpg,0.007886,-0.002051,+0.009937,right,34.7
frame_000267.jpg,0.009167,-0.003320,+0.012488,right,34.4
frame_000268.jpg,0.009900,-0.004102,+0.014001,right,34.7
frame_000269.jpg,0.010413,-0.004297,+0.014709,right,34.7
frame_000270.jpg,0.010596,-0.004590,+0.015186,right,34.4
frame_000271.jpg,0.015686,0.004785,+0.010901,right,34.7
frame_000272.jpg,0.014734,0.005029,+0.009705,right,34.7
frame_000273.jpg,0.014349,0.005420,+0.008929,right,34.4
frame_000274.jpg,0.013763,0.005664,+0.008099,right,34.7
frame_000275.jpg,0.007629,0.000195,+0.007434,right,34.7
frame_000276.jpg,0.010193,0.001709,+0.008484,right,34.5
frame_000277.jpg,0.007629,0.005127,+0.002502,right,34.7
frame_000278.jpg,0.002502,0.005469,-0.002966,left,34.7
frame_000279.jpg,-0.003247,0.002393,-0.005640,left,34.4
frame_000280.jpg,0.020099,0.018262,+0.001837,right,34.7
frame_000281.jpg,0.003528,0.000879,+0.002649,right,34.7
frame_000282.jpg,0.001953,-0.000879,+0.002832,right,34.4
frame_000283.jpg,0.001880,-0.000781,+0.002661,right,34.7
frame_000284.jpg,0.001807,-0.000781,+0.002588,right,34.7
frame_000285.jpg,0.006567,-0.001172,+0.007739,right,34.4
frame_000286.jpg,0.008472,-0.002539,+0.011011,right,34.7
frame_000287.jpg,0.009497,-0.003613,+0.013110,right,34.7
frame_000288.jpg,0.010120,-0.004199,+0.014319,right,34.4
frame_000289.jpg,0.010522,-0.004395,+0.014917,right,34.7
frame_000290.jpg,0.010742,-0.004590,+0.015332,right,34.7
frame_000291.jpg,0.008508,-0.012500,+0.021008,right,34.4
frame_000292.jpg,0.010376,-0.004004,+0.014380,right,34.7
frame_000293.jpg,0.011145,-0.000488,+0.011633,right,34.7
frame_000294.jpg,0.010559,-0.000293,+0.010852,right,34.4
frame_000295.jpg,0.010266,-0.000195,+0.010461,right,34.6
frame_000296.jpg,0.010559,0.000049,+0.010510,right,34.7
frame_000297.jpg,0.008252,0.002246,+0.006006,right,34.4
frame_000298.jpg,0.008289,0.002930,+0.005359,right,34.7
frame_000299.jpg,0.007776,0.005615,+0.002161,right,34.7
frame_000300.jpg,-0.002954,0.000879,-0.003833,left,34.4
frame_000301.jpg,-0.005591,0.003955,-0.009546,left,34.7
frame_000302.jpg,0.011255,0.012305,-0.001050,left,34.7
frame_000303.jpg,0.000745,0.000537,+0.000208,right,34.4
frame_000304.jpg,0.000598,-0.004102,+0.004700,right,34.7
frame_000305.jpg,0.001514,-0.005469,+0.006982,right,34.7
frame_000306.jpg,0.002100,-0.006055,+0.008154,right,34.5
frame_000307.jpg,0.008032,-0.002246,+0.010278,right,34.7
frame_000308.jpg,0.009277,-0.003418,+0.012695,right,34.7
frame_000309.jpg,0.009973,-0.004102,+0.014075,right,34.4
frame_000310.jpg,0.010449,-0.004297,+0.014746,right,34.7
frame_000311.jpg,0.010669,-0.004492,+0.015161,right,34.7
frame_000312.jpg,0.006384,-0.009180,+0.015564,right,34.5
frame_000313.jpg,0.010706,0.000586,+0.010120,right,34.7
frame_000314.jpg,0.008508,0.000684,+0.007825,right,34.7
frame_000315.jpg,0.007849,0.001514,+0.006335,right,34.4
frame_000316.jpg,0.007483,0.001855,+0.005627,right,34.7
frame_000317.jpg,0.006018,0.001855,+0.004163,right,34.7
frame_000318.jpg,0.007812,0.002734,+0.005078,right,34.5
frame_000319.jpg,0.004333,0.006543,-0.002209,left,34.7
frame_000320.jpg,-0.001672,0.005859,-0.007532,left,34.7
frame_000321.jpg,-0.008777,0.003271,-0.012048,left,34.4
frame_000322.jpg,-0.000537,0.005957,-0.006494,left,34.7
frame_000323.jpg,-0.001709,0.005176,-0.006885,left,34.7
frame_000324.jpg,-0.001819,-0.001074,-0.000745,left,34.4
frame_000325.jpg,-0.000061,-0.002734,+0.002673,right,34.7
frame_000326.jpg,0.006421,-0.000977,+0.007397,right,34.7
frame_000327.jpg,0.008325,-0.002441,+0.010767,right,34.4
frame_000328.jpg,0.009387,-0.003613,+0.013000,right,34.7
frame_000329.jpg,0.010046,-0.004102,+0.014148,right,34.7
frame_000330.jpg,0.010449,-0.004395,+0.014844,right,34.4
frame_000331.jpg,0.015668,0.004932,+0.010736,right,34.7
frame_000332.jpg,0.013544,0.002734,+0.010809,right,34.7
frame_000333.jpg,0.013196,0.002832,+0.010364,right,34.4
frame_000334.jpg,0.013159,0.003027,+0.010132,right,34.7
frame_000335.jpg,0.012134,0.002051,+0.010083,right,34.7
frame_000336.jpg,0.007520,0.003711,+0.003809,right,34.5
frame_000337.jpg,0.008032,0.006445,+0.001587,right,34.6
frame_000338.jpg,-0.001819,0.004102,-0.005920,left,34.7
frame_000339.jpg,-0.005591,0.005908,-0.011499,left,34.4
frame_000340.jpg,0.003015,0.007129,-0.004114,left,34.7
frame_000341.jpg,0.001111,0.003613,-0.002502,left,34.7
frame_000342.jpg,-0.001013,-0.000098,-0.000916,left,34.4
frame_000343.jpg,-0.001013,-0.000684,-0.000330,left,34.7
frame_000344.jpg,-0.000903,-0.000879,-0.000024,left,34.7
frame_000345.jpg,0.005469,-0.000293,+0.005762,right,34.4
frame_000346.jpg,0.007776,-0.002051,+0.009827,right,34.7
frame_000347.jpg,0.009094,-0.003320,+0.012415,right,34.7
frame_000348.jpg,0.009863,-0.004004,+0.013867,right,34.4
frame_000349.jpg,0.010449,-0.004199,+0.014648,right,34.7
frame_000350.jpg,0.010632,-0.004492,+0.015125,right,34.7
frame_000351.jpg,0.006348,-0.009082,+0.015430,right,34.4
frame_000352.jpg,0.010669,0.000586,+0.010083,right,34.7
frame_000353.jpg,0.012610,0.003174,+0.009436,right,34.7
frame_000354.jpg,0.012683,0.003174,+0.009509,right,34.5
frame_000355.jpg,0.012848,0.003223,+0.009625,right,34.7
frame_000356.jpg,0.011951,0.002148,+0.009802,right,34.7
frame_000357.jpg,0.007849,0.001855,+0.005994,right,34.4
frame_000358.jpg,0.008325,0.005859,+0.002466,right,34.7
frame_000359.jpg,0.000525,0.004199,-0.003674,left,34.7
frame_000360.jpg,-0.001709,0.008252,-0.009961,left,34.4
frame_000361.jpg,-0.006653,0.002734,-0.009387,left,34.6
frame_000362.jpg,0.002466,0.005469,-0.003003,left,34.7
frame_000363.jpg,-0.000171,0.001514,-0.001685,left,34.4
frame_000364.jpg,-0.001672,-0.003613,+0.001941,right,34.7
frame_000365.jpg,-0.000830,-0.004395,+0.003564,right,34.7
frame_000366.jpg,0.006604,-0.001172,+0.007776,right,34.5
frame_000367.jpg,0.008472,-0.002539,+0.011011,right,34.7
frame_000368.jpg,0.009497,-0.003613,+0.013110,right,34.7
frame_000369.jpg,0.010120,-0.004199,+0.014319,right,34.4
frame_000370.jpg,0.010522,-0.004395,+0.014917,right,34.7
frame_000371.jpg,0.009021,-0.007910,+0.016931,right,34.7
frame_000372.jpg,0.009570,-0.003418,+0.012988,right,34.4
frame_000373.jpg,0.009460,-0.000488,+0.009949,right,34.7
frame_000374.jpg,0.009058,0.000439,+0.008618,right,34.7
frame_000375.jpg,0.008728,0.000684,+0.008044,right,34.4
frame_000376.jpg,0.008472,0.000732,+0.007739,right,34.7
frame_000377.jpg,0.010706,0.002197,+0.008508,right,34.7
frame_000378.jpg,0.005542,0.001904,+0.003638,right,34.4
frame_000379.jpg,0.006274,0.002686,+0.003589,right,34.7
frame_000380.jpg,0.007776,0.008789,-0.001013,left,34.7
frame_000381.jpg,-0.000574,0.005127,-0.005701,left,34.4
frame_000382.jpg,-0.003430,0.002539,-0.005969,left,34.7
frame_000383.jpg,0.001953,0.000977,+0.000977,right,34.7
frame_000384.jpg,0.000012,-0.000586,+0.000598,right,34.4
frame_000385.jpg,-0.000281,-0.005176,+0.004895,right,34.6
frame_000386.jpg,0.000745,-0.006152,+0.006897,right,34.7
frame_000387.jpg,0.007593,-0.001953,+0.009546,right,34.4
frame_000388.jpg,0.009131,-0.002930,+0.012061,right,34.7
frame_000389.jpg,0.009827,-0.004004,+0.013831,right,34.7
frame_000390.jpg,0.010376,-0.004199,+0.014575,right,34.4
frame_000391.jpg,0.010596,-0.004492,+0.015088,right,34.7
frame_000392.jpg,0.009058,-0.007910,+0.016968,right,34.7
frame_000393.jpg,0.009570,-0.003418,+0.012988,right,34.4
frame_000394.jpg,0.013196,0.002832,+0.010364,right,34.7
frame_000395.jpg,0.013159,0.003027,+0.010132,right,34.7
frame_000396.jpg,0.012921,0.002979,+0.009943,right,34.5
frame_000397.jpg,0.012885,0.003027,+0.009857,right,34.7
frame_000398.jpg,0.012720,0.001416,+0.011304,right,34.7
frame_000399.jpg,0.009534,0.002930,+0.006604,right,34.4
frame_000400.jpg,0.009790,0.002832,+0.006958,right,34.7
frame_000401.jpg,0.008655,0.007422,+0.001233,right,34.7
frame_000402.jpg,0.001294,0.000635,+0.000659,right,34.4
frame_000403.jpg,-0.000574,0.001172,-0.001746,left,34.7
frame_000404.jpg,-0.005225,-0.001172,-0.004053,left,34.7
frame_000405.jpg,0.000781,-0.003320,+0.004102,right,34.4
frame_000406.jpg,-0.000061,-0.005078,+0.005017,right,34.7
frame_000407.jpg,0.000049,-0.005176,+0.005225,right,34.7
frame_000408.jpg,0.007043,-0.003223,+0.010266,right,34.4
frame_000409.jpg,0.009021,-0.005078,+0.014099,right,34.6
frame_000410.jpg,0.010229,-0.005957,+0.016187,right,34.7
frame_000411.jpg,0.005835,-0.005176,+0.011011,right,34.4
frame_000412.jpg,0.009094,0.003906,+0.005188,right,34.7
frame_000413.jpg,0.008179,0.004541,+0.003638,right,34.7
frame_000414.jpg,0.007776,0.004834,+0.002942,right,34.4
frame_000415.jpg,0.007520,0.004932,+0.002588,right,34.7
frame_000416.jpg,0.007739,0.003760,+0.003979,right,34.7
frame_000417.jpg,0.005359,-0.001465,+0.006824,right,34.4
frame_000418.jpg,0.011804,0.003564,+0.008240,right,34.7
frame_000419.jpg,0.004846,0.002979,+0.001868,right,34.7
frame_000420.jpg,0.000562,0.007373,-0.006812,left,34.5
frame_000421.jpg,-0.006982,0.001025,-0.008008,left,34.7
frame_000422.jpg,0.004407,0.008643,-0.004236,left,34.7
frame_000423.jpg,0.004370,0.004688,-0.000317,left,34.4
frame_000424.jpg,0.003162,0.001807,+0.001355,right,34.7
frame_000425.jpg,0.003345,0.001563,+0.001782,right,34.7
frame_000426.jpg,0.003345,0.001416,+0.001929,right,34.5
